pastry,salty snack,whole milk
sausage,semi-finished bread,whole milk,yogurt
frozen vegetables,other vegetables,shopping bags
frozen vegetables,rice
brown bread,margarine
pork,semi-finished bread
brown bread,chocolate,whipped/sour cream
citrus fruit,rolls/buns
pastry,red/blush wine
newspapers,specialty bar,whole milk
decalcifier,whole milk
beef,dessert
rolls/buns,whipped/sour cream
canned beer,shopping bags
canned fish,pork,yogurt
rolls/buns,root vegetables
tropical fruit,yogurt
candy,whipped/sour cream,yogurt
domestic eggs,margarine
beverages,bottled water
curd,other vegetables
UHT-milk,tropical fruit
beverages,fruit/vegetable juice
grapes,herbs,whipped/sour cream
beef,domestic eggs,waffles
butter,tropical fruit
candy,yogurt
candles,coffee
long life bakery product,pork
citrus fruit,oil,whole milk
long life bakery product,other vegetables,root vegetables,sausage
baking powder,pastry
meat,pip fruit,pot plants,salt,tropical fruit
pork,roll products ,rolls/buns
beef,misc. beverages
bottled water,frozen dessert,root vegetables
canned beer,sparkling wine
flower soil/fertilizer,rolls/buns
pip fruit,soda
coffee,yogurt
long life bakery product,napkins
coffee,rolls/buns,vinegar
frankfurter,sausage
pet care,shopping bags
cat food,whipped/sour cream
frozen meals,pastry
red/blush wine,soda
rolls/buns,specialty bar
shopping bags,soft cheese,tropical fruit
bottled water,napkins,pastry
female sanitary products,margarine
other vegetables,shopping bags
domestic eggs,whole milk
dessert,soda,yogurt
beverages,condensed milk
chicken,tropical fruit
grapes,pip fruit
frozen vegetables,pork,sausage,whole milk
misc. beverages,pastry
butter,specialty cheese
chocolate,soda
whole milk
Instant food products,pastry,soda,whole milk
chocolate,herbs
pip fruit,yogurt
bottled beer,domestic eggs
shopping bags,soda
grapes,other vegetables,soda
abrasive cleaner,red/blush wine,specialty cheese,whipped/sour cream
cream cheese ,ice cream
dessert,napkins
other vegetables,root vegetables,shopping bags,white bread,whole milk,yogurt
rolls/buns,whole milk
cake bar,meat,root vegetables,sausage
herbs,liver loaf
liquor,other vegetables,whole milk
sliced cheese,whole milk
newspapers,whole milk
chicken,whipped/sour cream
rolls/buns,yogurt
bottled beer,chocolate,cream cheese 
other vegetables,soda
spread cheese,sugar
bottled water,cream cheese ,soda,specialty bar,tropical fruit
other vegetables,rolls/buns
citrus fruit,cream cheese 
domestic eggs,house keeping products,whipped/sour cream,whole milk
berries,coffee,margarine
cling film/bags,misc. beverages
dog food,frankfurter
margarine,tropical fruit
chicken,chocolate
beef,frozen meals
semi-finished bread,whole milk
shopping bags,whole milk
pork,tropical fruit
brown bread,semi-finished bread,soda
other vegetables,specialty chocolate
butter,sausage
chocolate,long life bakery product
margarine,sugar
bottled water,brown bread,rolls/buns,sausage
UHT-milk,citrus fruit,frozen meals,specialty chocolate
rolls/buns,specialty bar
rolls/buns,soda
dessert,domestic eggs
dessert,pickled vegetables
rolls/buns,salty snack
butter,butter milk,onions
bottled beer,yogurt
bottled beer,butter,pork
citrus fruit,sugar,white bread
bottled water,flour
curd,salty snack
fish,other vegetables,soda,whole milk
butter,curd,pastry,whipped/sour cream
grapes,tropical fruit
berries,semi-finished bread
cereals,other vegetables,sausage,tropical fruit
other vegetables,yogurt
other vegetables,photo/film
brown bread,mayonnaise
bottled beer,pastry
berries,condensed milk,domestic eggs,frankfurter,frozen fish,liver loaf,rolls/buns,sliced cheese,whole milk
canned beer,root vegetables
canned beer,chicken,whole milk
curd,whole milk
fruit/vegetable juice,yogurt
ham,whole milk
specialty chocolate,whole milk
brandy,liquor
bottled beer,margarine,photo/film,sausage,whipped/sour cream
root vegetables,snack products
canned beer,rolls/buns
fruit/vegetable juice,soda,whole milk
beef,cat food
citrus fruit,white bread
oil,whipped/sour cream
other vegetables,soda
cling film/bags,rolls/buns
curd,dessert
other vegetables,pork,rolls/buns
other vegetables,rolls/buns,soda
chicken,coffee
margarine,rolls/buns
bottled water,rolls/buns
bottled beer,chicken
frankfurter,pastry
butter,canned fish,pot plants
cat food,other vegetables
bottled water,chocolate,pickled vegetables
sausage,yogurt
baking powder,brown bread,butter
detergent,hamburger meat,pickled vegetables,whole milk
fruit/vegetable juice,sugar
citrus fruit,pickled vegetables
frozen fish,other vegetables
dessert,other vegetables
citrus fruit,long life bakery product,sauces
brown bread,sugar
beverages,margarine,pip fruit,soda
root vegetables,whole milk
other vegetables,whole milk
margarine,sausage
bottled water,dessert
chocolate,white wine
canned beer,whole milk
condensed milk,whole milk
frozen vegetables,whole milk
butter milk,margarine
rubbing alcohol,shopping bags
canned beer,tropical fruit
curd,rolls/buns
coffee,oil,yogurt
fruit/vegetable juice,white wine
brown bread,rolls/buns
canned beer,canned vegetables,other vegetables
canned beer,other vegetables
cat food,dessert,pickled vegetables
bottled water,coffee,packaged fruit/vegetables,pastry
canned beer,rolls/buns
curd,ice cream
canned beer,whipped/sour cream
long life bakery product,newspapers
bottled water,brown bread,onions,red/blush wine
curd,onions
herbs,newspapers,rolls/buns
beverages,whole milk
UHT-milk,bottled water
sweet spreads,tropical fruit,whole milk
other vegetables,white bread
cereals,rolls/buns
canned beer,root vegetables
berries,bottled beer
domestic eggs,other vegetables,pork,whole milk
frozen meals,root vegetables,salty snack
frozen meals,sausage
butter,root vegetables
butter milk,curd,long life bakery product,meat,soda
citrus fruit,sausage
frankfurter,pip fruit,whipped/sour cream
beef,hygiene articles
butter milk,frozen vegetables
chocolate,frozen meals
waffles,yogurt
butter milk,cling film/bags,oil,pastry
beef,chicken,jam,long life bakery product,onions,pasta,tropical fruit,whole milk
brown bread,whipped/sour cream
whipped/sour cream
cake bar,chocolate,tropical fruit
other vegetables,yogurt
coffee,tidbits
cake bar,female sanitary products,sausage,soda,whole milk,yogurt
pip fruit,yogurt
butter,newspapers,whole milk
rolls/buns,root vegetables
pip fruit,yogurt
ice cream,root vegetables
hamburger meat,newspapers,specialty cheese,whole milk
berries,specialty bar
dish cleaner,onions
waffles,yogurt
butter,dessert
beef,root vegetables
beef,root vegetables
chewing gum,citrus fruit,frozen vegetables,margarine
citrus fruit,whole milk
pastry,whole milk
canned beer,mustard,pastry,yogurt
bottled beer,grapes,onions
chicken,root vegetables
fruit/vegetable juice,rolls/buns,seasonal products,tropical fruit
bottled beer,other vegetables,salty snack
bottled water
baking powder,beverages,soda
brandy,chewing gum,male cosmetics,pastry,pork
root vegetables,tropical fruit
bottled water,photo/film
whole milk
soda,tropical fruit
salty snack,shopping bags
salty snack,shopping bags
napkins,pastry
frozen vegetables,waffles,yogurt
cling film/bags,frozen fish,pip fruit
sausage,whole milk
chewing gum,pork,tropical fruit,whole milk
curd cheese,mustard
frozen potato products,photo/film
frankfurter,whole milk
soda,whisky
root vegetables,sausage
frankfurter,other vegetables
citrus fruit,whole milk
beef,bottled beer,domestic eggs,newspapers,shopping bags,whipped/sour cream
curd,meat
pork,soda
candles,pip fruit
beef,chewing gum,detergent,frankfurter,margarine
hamburger meat,rolls/buns
bottled beer,sausage
canned beer,salty snack,soda
citrus fruit,frozen potato products,rolls/buns,sausage
pip fruit,soda
fruit/vegetable juice,margarine
butter,sliced cheese,soda
frankfurter,frozen dessert
bottled water,specialty chocolate
newspapers,whole milk
domestic eggs,meat spreads,sausage
curd,newspapers
frozen vegetables,other vegetables
beef,citrus fruit,other vegetables,whipped/sour cream
other vegetables,soda,yogurt
shopping bags,sliced cheese
napkins,newspapers,yogurt
beef,cream cheese 
bottled water,domestic eggs
rolls/buns,whole milk
brandy,chocolate,specialty bar
cream cheese ,whole milk
rolls/buns,root vegetables
rolls/buns,shopping bags
citrus fruit,ham,newspapers,onions,pasta,yogurt
shopping bags,whole milk
butter,tropical fruit
meat,root vegetables
UHT-milk,butter milk,napkins
UHT-milk,berries,shopping bags
bottled water,frozen dessert
dessert,soda
brandy,chewing gum,soap
whole milk,yogurt
citrus fruit,rolls/buns
berries,pastry
liver loaf,waffles
bottled water,rolls/buns,vinegar
beef,red/blush wine
napkins,soda,specialty chocolate
beef,candy,whole milk
butter,yogurt
cat food,photo/film
beverages,curd
butter,frankfurter
canned beer,frozen meals,other vegetables,rolls/buns,white bread
pork,rolls/buns
domestic eggs,finished products
beef,soda
sausage,whole milk
canned vegetables,rolls/buns
rolls/buns,rum
domestic eggs,onions,pip fruit
pasta,whole milk
tropical fruit,whipped/sour cream
frozen chicken,sliced cheese
other vegetables,processed cheese
canned fish,shopping bags
instant coffee,whipped/sour cream
liquor,other vegetables
margarine,soups
processed cheese,rolls/buns
chocolate,hamburger meat,spices
ham,yogurt
chicken,whipped/sour cream
canned beer,white bread
bottled water,butter
chicken,pasta
UHT-milk,herbs,newspapers
pip fruit,sauces
brown bread,sausage
bottled water,napkins
pork,yogurt
pip fruit,root vegetables
UHT-milk,organic sausage
rolls/buns
beef,finished products,whole milk
misc. beverages,rolls/buns
bottled beer,other vegetables
herbs,red/blush wine,salad dressing,specialty chocolate
bottled beer,whipped/sour cream
onions,tropical fruit
brown bread,canned beer,fruit/vegetable juice,white bread,whole milk
bottled beer,butter,canned beer,chewing gum,fruit/vegetable juice
candles,curd,other vegetables,rolls/buns,spread cheese
canned beer,napkins
citrus fruit,whipped/sour cream
other vegetables,semi-finished bread
UHT-milk,candy,tropical fruit
bottled beer,napkins,rolls/buns
rolls/buns,shopping bags
berries,pip fruit
candy,coffee,other vegetables,whole milk
coffee,yogurt
UHT-milk,tropical fruit
cat food,processed cheese,rolls/buns,whole milk
hygiene articles,rolls/buns
frankfurter,herbs,rice,sausage
canned beer,frozen dessert,misc. beverages,organic products,whole milk
other vegetables,soda
sausage,soda
instant coffee,sparkling wine
meat,other vegetables
meat,waffles
whipped/sour cream,yogurt
beef,coffee
fruit/vegetable juice,newspapers,pip fruit
root vegetables,tropical fruit
liquor (appetizer),soda,tropical fruit,whole milk
detergent,grapes,packaged fruit/vegetables
brown bread,processed cheese
grapes,herbs
bottled water,tropical fruit,yogurt
chocolate,other vegetables
flower soil/fertilizer,waffles
beef,butter
light bulbs,sausage,shopping bags
flower (seeds),root vegetables
pastry,whole milk
dessert,domestic eggs,whole milk
tropical fruit,whole milk
meat,tropical fruit
pastry,whole milk
kitchen towels,shopping bags
bottled water,soda
long life bakery product,misc. beverages
bottled beer,chocolate,whipped/sour cream
bottled beer,frankfurter
hamburger meat,tidbits
dishes,popcorn,whole milk
berries,fruit/vegetable juice,other vegetables
citrus fruit,tropical fruit
beverages,shopping bags
processed cheese,root vegetables
frozen meals,oil,other vegetables,pork
pot plants,soda
curd,whole milk
other vegetables,salty snack
butter,shopping bags
canned beer,other vegetables,soft cheese,turkey
bottled water,canned vegetables,chicken,citrus fruit,whole milk
bottled water,chicken
oil,pastry,potato products
salty snack,soda
chocolate,other vegetables,soda
citrus fruit,pickled vegetables
salt,semi-finished bread
hamburger meat,pork
beef,pip fruit,waffles,whole milk,yogurt
beef,yogurt
bottled beer,bottled water,brown bread
bottled water,cream cheese 
curd,whole milk,yogurt
beef,cream cheese ,newspapers,root vegetables,tropical fruit,whole milk
pork,yogurt
tropical fruit,whole milk
chicken,specialty bar,whole milk
frozen meals,hamburger meat,pastry,white bread
beef
newspapers,roll products 
dessert,whole milk
root vegetables,yogurt
hamburger meat,root vegetables
domestic eggs,whole milk
liquor (appetizer),whole milk
onions,other vegetables,shopping bags,tropical fruit
citrus fruit,rolls/buns,soda
frozen vegetables,newspapers,rolls/buns,whole milk
cake bar,whole milk
detergent,soda,whole milk
liquor (appetizer),photo/film
other vegetables,whipped/sour cream
hygiene articles,ice cream,sausage
bottled water,chicken,frankfurter,soda
bottled beer,onions,other vegetables,sausage,soda
butter,other vegetables,pip fruit,whole milk
brown bread,herbs
curd,soda,zwieback
soda,whole milk
shopping bags,whole milk
coffee,fruit/vegetable juice,sausage
other vegetables,sausage
chewing gum,tropical fruit
fruit/vegetable juice,other vegetables,pip fruit
frozen meals,mustard
pip fruit,root vegetables,tropical fruit,waffles
bottled water,rolls/buns
pastry,whipped/sour cream
artif. sweetener,dessert,detergent,herbs
chocolate,hair spray,rolls/buns
frankfurter,newspapers
liver loaf,whipped/sour cream
spread cheese,whole milk
soda,tropical fruit
bottled beer,margarine,pork,whole milk
liver loaf,onions
domestic eggs,margarine
butter milk,canned vegetables
other vegetables,sliced cheese
chewing gum,sausage
berries,other vegetables
citrus fruit,dishes,domestic eggs,sausage
hamburger meat,rolls/buns
butter,citrus fruit
oil,yogurt
bottled water,meat,newspapers,whipped/sour cream
bottled water,other vegetables
frozen vegetables,napkins
UHT-milk,cream cheese 
dessert,other vegetables
photo/film,spices,whole milk
butter,long life bakery product
nut snack,sliced cheese,tropical fruit,whole milk
citrus fruit,hamburger meat,rolls/buns
bottled water,chicken
curd,waffles
butter,tropical fruit
specialty bar,waffles
tropical fruit,whole milk
other vegetables,pastry
brown bread,flour
other vegetables,sausage,soda
other vegetables,pip fruit
citrus fruit,yogurt
bottled water,flour,shopping bags,soda
fish,newspapers
cream cheese ,domestic eggs,liver loaf,root vegetables,white bread
coffee,pastry,sausage
pastry,soda
other vegetables,rolls/buns
grapes,pickled vegetables
hard cheese,white wine
citrus fruit,tropical fruit
candles,canned fish,oil
butter,newspapers
hamburger meat,long life bakery product,whole milk
chocolate,whole milk
curd,mustard
yogurt,zwieback
bottled water,rolls/buns
rolls/buns,soda
bottled water,pasta,yogurt
canned beer,frankfurter,soda
pastry,sausage
fruit/vegetable juice,pot plants,sausage
chicken,cling film/bags,rolls/buns
chicken,whole milk
bottled beer,sausage
shopping bags,sugar,whole milk
bottled water,canned beer,dishes,pastry,whole milk
beverages,tropical fruit
chocolate,domestic eggs
other vegetables,processed cheese
curd,whipped/sour cream
pastry,whole milk
other vegetables,tropical fruit
cat food,chocolate,whole milk
other vegetables,sugar,tropical fruit
other vegetables,tropical fruit
bottled beer,butter,citrus fruit,frankfurter,oil,sausage,soda
pip fruit,sweet spreads
oil,pastry,whipped/sour cream
specialty chocolate,tropical fruit
flour,root vegetables
brown bread,waffles
beef,cream cheese ,frozen vegetables,tropical fruit
butter,whole milk
cream cheese ,frankfurter
brown bread,coffee
bottled beer,brown bread,chicken
chicken,dessert
fruit/vegetable juice,margarine
citrus fruit,whole milk
domestic eggs,white wine
candy,domestic eggs
processed cheese,sausage
frozen potato products,root vegetables,sugar,whipped/sour cream
ham,pastry,sugar
organic sausage,yogurt
flour,pip fruit,rolls/buns,yogurt
canned beer,misc. beverages
frozen fish,whole milk
butter,domestic eggs
rolls/buns,specialty chocolate
ice cream,whole milk
coffee,female sanitary products,sausage
processed cheese,sugar
canned fish,other vegetables
citrus fruit,yogurt
frozen meals,root vegetables,soda,spread cheese,turkey
canned beer,cat food,whole milk
butter,domestic eggs
other vegetables,soda
beef,candles
UHT-milk,flower soil/fertilizer,salty snack
whole milk,yogurt
coffee,newspapers
pip fruit,soda
chicken,house keeping products
chocolate marshmallow,ready soups
long life bakery product,yogurt
domestic eggs,grapes,other vegetables
UHT-milk,rolls/buns
bottled water,meat
beef,berries
citrus fruit,flour
cleaner,whole milk
bottled beer,pickled vegetables
frozen vegetables,pastry
chocolate marshmallow,domestic eggs,house keeping products,other vegetables,salty snack,semi-finished bread,whole milk
ham,hygiene articles,processed cheese,waffles
rolls/buns,yogurt
rolls/buns,waffles
pork,red/blush wine
ham,napkins,other vegetables
bathroom cleaner,sausage
ham,whole milk
bottled beer,ice cream,pastry,rolls/buns
bottled water,grapes,napkins
bottled water,frozen vegetables,pip fruit
curd,rolls/buns
candles,pip fruit
margarine,rolls/buns,root vegetables
bottled beer,canned beer
beverages,packaged fruit/vegetables
hard cheese,whole milk
beef,citrus fruit
bottled water,hard cheese,specialty fat
cream cheese ,frozen vegetables,other vegetables,specialty chocolate
other vegetables,yogurt
photo/film,soda
coffee,misc. beverages
onions,pip fruit
citrus fruit,napkins,sliced cheese
specialty bar,yogurt
rolls/buns,sliced cheese
newspapers,root vegetables,shopping bags,sliced cheese
frozen dessert,other vegetables
rolls/buns,sugar,yogurt
male cosmetics,oil
domestic eggs,frozen vegetables,pot plants
female sanitary products,salt
citrus fruit,flour
other vegetables,yogurt
chocolate,herbs,tropical fruit
cake bar,dessert
domestic eggs,specialty bar
oil,yogurt
oil,soda,whole milk
hygiene articles,rolls/buns
beverages,fruit/vegetable juice
packaged fruit/vegetables,popcorn
house keeping products,jam
citrus fruit,frozen vegetables
beef,brown bread,frozen fish
chocolate,frozen fish
pork,root vegetables
frankfurter,frozen meals
bathroom cleaner,yogurt
cleaner,pastry
bottled water,curd
coffee,fruit/vegetable juice,other vegetables
other vegetables,soda
fruit/vegetable juice,newspapers,oil,other vegetables,pastry,soda,whole milk
domestic eggs,pip fruit,seasonal products
cat food,tropical fruit,whole milk
rolls/buns,waffles,whole milk
bottled beer,butter,newspapers,root vegetables,sausage,whole milk,yogurt
detergent,rolls/buns,sausage,whole milk
seasonal products,soda
bottled water,herbs,pip fruit,sweet spreads,tropical fruit,yogurt
fruit/vegetable juice,whole milk
butter milk,tropical fruit
chocolate,root vegetables,whipped/sour cream
UHT-milk,bottled beer
processed cheese,rolls/buns
bottled water,pastry
frozen vegetables,whipped/sour cream,whole milk
canned beer,newspapers,other vegetables
newspapers,onions
domestic eggs,ham
pastry,rolls/buns
dishes,sausage,yogurt
pork,rolls/buns
brown bread,dishes,shopping bags,white bread
chewing gum,photo/film
dessert,whole milk
other vegetables,whole milk
butter milk,curd
pasta,whipped/sour cream,whole milk
liquor (appetizer),tropical fruit
bottled water,tropical fruit
bottled water,grapes
bottled water,canned vegetables,root vegetables,whole milk
citrus fruit,sliced cheese
butter milk,canned beer,detergent,root vegetables
frankfurter,rolls/buns
whole milk,yogurt
berries,rolls/buns
bottled water,whole milk
beverages,bottled water
brown bread,dessert
other vegetables,yogurt
hamburger meat,other vegetables
citrus fruit,cream cheese ,waffles
butter,domestic eggs
brown bread,flower (seeds),oil,pork,sausage,waffles,whole milk
flower (seeds),whole milk
hamburger meat,pastry
canned beer,chocolate marshmallow
cocoa drinks,sausage
beverages,specialty fat
bottled beer,dog food
frozen vegetables,newspapers
beef,cream cheese ,long life bakery product,processed cheese,sausage,tropical fruit,yogurt
citrus fruit,frozen meals
chicken,pastry,waffles
onions,white wine
cream cheese ,whipped/sour cream
domestic eggs,rolls/buns,specialty cheese
canned vegetables,white bread
citrus fruit,margarine
frankfurter,napkins
pasta,pip fruit,soda
chicken,hygiene articles
bottled water,cream cheese 
bottled beer,ham,tropical fruit
sausage,yogurt
detergent,whole milk
shopping bags,yogurt
frankfurter,yogurt
bottled water,hard cheese,organic sausage,other vegetables
bottled water
other vegetables,pork,shopping bags
long life bakery product,semi-finished bread,shopping bags,soda
liquor,whole milk
margarine,whole milk
canned beer,other vegetables
frankfurter,whole milk
bottled water,coffee,roll products 
frozen vegetables,soda,whole milk
citrus fruit,yogurt
curd,domestic eggs
hamburger meat,newspapers,sugar,whipped/sour cream
canned beer,hygiene articles
skin care,sugar
bottled beer,butter milk,citrus fruit
frankfurter,rolls/buns,shopping bags,whole milk
frozen fruits,packaged fruit/vegetables,rolls/buns
fruit/vegetable juice,soda
fruit/vegetable juice,rolls/buns,root vegetables
brown bread,sausage
sausage,sliced cheese
hamburger meat,newspapers,pastry,soda
pastry,sausage
candles,root vegetables
canned beer,soda,white bread
tropical fruit,whole milk
chocolate,rolls/buns
frozen vegetables,other vegetables,soda
butter milk,yogurt
cream cheese ,other vegetables
bottled water,rolls/buns
fruit/vegetable juice,seasonal products
frozen vegetables,margarine
other vegetables,shopping bags
bottled beer,bottled water
bottled beer,frankfurter
UHT-milk,artif. sweetener,bottled beer,butter,candles,chewing gum,sausage
grapes,photo/film
candy,soda
butter,softener
bottled water,chocolate
onions,tropical fruit
hamburger meat,rolls/buns
UHT-milk,shopping bags
canned beer,frozen meals
fruit/vegetable juice,whipped/sour cream
berries,other vegetables
dishes,misc. beverages
finished products,pastry
citrus fruit,salty snack
berries,frozen vegetables,pastry,rolls/buns,tropical fruit,whole milk
domestic eggs,other vegetables,tropical fruit,whole milk,yogurt
pastry,shopping bags
canned fruit,onions
coffee,domestic eggs,spread cheese
abrasive cleaner,frankfurter,frozen potato products,newspapers,softener
berries,canned beer,soda,white bread
chocolate,frankfurter,mayonnaise,oil
brown bread,root vegetables
pastry,soda
bottled water,domestic eggs,tropical fruit
citrus fruit,long life bakery product
bottled water,pickled vegetables
citrus fruit,frozen vegetables
candy,curd
UHT-milk,tropical fruit
male cosmetics,oil
frankfurter,hard cheese
finished products,ice cream,tropical fruit,whole milk
cat food,dessert,salty snack,white bread
coffee,newspapers
cream cheese ,other vegetables,pudding powder,whole milk
long life bakery product,pork
canned beer,flower (seeds)
oil,whole milk
domestic eggs,yogurt
shopping bags,soda
frankfurter,processed cheese
canned fish,hygiene articles
frozen meals,other vegetables
packaged fruit/vegetables,waffles
canned fish,chewing gum,other vegetables
meat,rolls/buns,turkey
cocoa drinks,napkins,shopping bags
fruit/vegetable juice,rolls/buns
coffee,hamburger meat
frankfurter,margarine
UHT-milk,canned beer,coffee,house keeping products,other vegetables,pip fruit,whole milk
flour,semi-finished bread,yogurt
napkins,waffles
beverages,soda
domestic eggs,sliced cheese
frozen vegetables,white bread,whole milk
berries,bottled water,whipped/sour cream
frozen vegetables,tropical fruit
pastry,waffles
herbs,packaged fruit/vegetables
flower (seeds),root vegetables
canned beer,fruit/vegetable juice,other vegetables
grapes,liver loaf,other vegetables,pasta
canned beer,fruit/vegetable juice
cream cheese ,rolls/buns
newspapers,other vegetables,shopping bags
citrus fruit,dessert
processed cheese,waffles
UHT-milk,rolls/buns
chicken,margarine,other vegetables,popcorn
chicken,onions,other vegetables,pastry
liquor,pasta,pot plants
UHT-milk,beverages,frozen dessert,meat,sausage,sugar
chicken,condensed milk,ham,other vegetables,whipped/sour cream
hygiene articles,whole milk
chewing gum,other vegetables,pip fruit
pip fruit,whole milk
domestic eggs
ice cream,long life bakery product,sausage,sliced cheese
onions,rum
bottled beer,cleaner,other vegetables
shopping bags,whole milk
bottled beer,butter milk
canned beer,fruit/vegetable juice
UHT-milk,whole milk
chocolate,pickled vegetables,whole milk
onions,whole milk
coffee,sugar
hard cheese,rolls/buns
margarine,tropical fruit
canned beer,soda
citrus fruit,frankfurter,ice cream,yogurt
specialty chocolate,tropical fruit
flour,soda
canned beer,pastry
pickled vegetables,soda,whole milk
butter,cake bar,fruit/vegetable juice,ice cream
citrus fruit,mustard
chicken,soda,tropical fruit
citrus fruit,whole milk
other vegetables,pork
soda,whole milk
UHT-milk,bottled water,newspapers
bottled beer,butter,chicken,other vegetables,root vegetables,sausage,waffles,whipped/sour cream
margarine,whole milk
coffee,misc. beverages
bottled beer,yogurt
bottled beer,whole milk
citrus fruit,flour
beef,pip fruit
cat food,herbs,pet care,soda,whole milk
long life bakery product,rolls/buns
curd,sugar,turkey
UHT-milk,cream cheese 
kitchen towels,turkey
long life bakery product,packaged fruit/vegetables
brown bread,chocolate,rolls/buns,whole milk
canned beer,frankfurter,pastry
domestic eggs,grapes,meat spreads
beef,specialty bar
root vegetables,soda,waffles
butter milk,whole milk
UHT-milk,shopping bags,specialty cheese
salt,tropical fruit
root vegetables,whole milk
bottled water,pet care,pip fruit
shopping bags,yogurt
butter milk,chewing gum,other vegetables,specialty chocolate
chewing gum,misc. beverages
domestic eggs,onions,waffles
beef,napkins
long life bakery product,napkins
curd,rolls/buns
long life bakery product,whole milk,yogurt
bottled water,specialty chocolate
dessert,flour,shopping bags
butter milk,coffee
house keeping products,whipped/sour cream
bottled beer,candy
domestic eggs,other vegetables
UHT-milk,berries,newspapers
dishes,frankfurter,hygiene articles
bottled water,yogurt
fish,specialty chocolate
canned beer,soda
other vegetables,soda
brown bread,citrus fruit,domestic eggs,frankfurter,rubbing alcohol,shopping bags,tropical fruit,whole milk
grapes,semi-finished bread
canned beer,salty snack,yogurt
margarine,white bread,whole milk
beef,canned beer
butter milk,meat spreads,sausage
cat food,fruit/vegetable juice
bottled water,sausage
chicken,whole milk
hygiene articles,seasonal products
grapes,light bulbs,sausage
chicken,newspapers,white bread,whole milk
snack products,tropical fruit
citrus fruit,coffee,frozen meals,seasonal products,soups,yogurt
citrus fruit,processed cheese
seasonal products,shopping bags
newspapers,whole milk
domestic eggs,soda
liquor (appetizer),whole milk
coffee,specialty chocolate
semi-finished bread,tropical fruit
beverages,frozen meals
brown bread,margarine,newspapers
citrus fruit,fruit/vegetable juice
brown bread,waffles
margarine,other vegetables
chicken,frozen fish,pork
rolls/buns,yogurt
canned beer,frozen dessert
coffee,pip fruit,root vegetables
butter,other vegetables
semi-finished bread,yogurt
frankfurter,misc. beverages
UHT-milk,canned beer
brown bread,flour
canned beer,detergent,frozen vegetables,sausage
sausage,tropical fruit
rolls/buns,root vegetables
other vegetables,root vegetables
root vegetables,sliced cheese
hygiene articles,pork,shopping bags
fruit/vegetable juice,root vegetables
frozen meals,other vegetables,rolls/buns
frozen vegetables,pickled vegetables
salty snack,whipped/sour cream
bottled water,sugar
finished products,rolls/buns
whole milk
nuts/prunes,onions
brown bread,pork
rice,whole milk
domestic eggs,other vegetables,pastry,soap
UHT-milk,brown bread
ice cream,sauces
bottled beer,hygiene articles,root vegetables
root vegetables,tropical fruit
berries,cream cheese ,whipped/sour cream
chocolate,newspapers,pastry,sausage
ham,margarine,root vegetables,whipped/sour cream
bottled water,curd cheese,napkins,sausage
bottled water,ham,margarine
other vegetables,root vegetables
bottled water,root vegetables
coffee,sausage,white bread
dish cleaner,whipped/sour cream
other vegetables,pastry
frankfurter,long life bakery product,sugar
frozen meals,whole milk
hamburger meat,soft cheese
curd,tropical fruit
packaged fruit/vegetables,tropical fruit
canned beer,soda
rolls/buns,root vegetables
brown bread,dishes
butter milk,rolls/buns,soda
bottled beer,rolls/buns
other vegetables,pot plants
condensed milk,fruit/vegetable juice,specialty fat,white wine
onions,root vegetables
fruit/vegetable juice,other vegetables,soda
bottled water,chicken,soups
frankfurter,sliced cheese
chicken,rolls/buns
whole milk,yogurt
beef,whipped/sour cream
butter,canned fish,cream cheese 
beef,liquor
hamburger meat,onions
bottled beer,pickled vegetables,rolls/buns,root vegetables,yogurt
UHT-milk,roll products ,salt
detergent,tropical fruit
cat food,hamburger meat
bottled beer,citrus fruit,herbs,sausage
misc. beverages,tea
herbs,turkey,white bread
candy,semi-finished bread,whole milk
chewing gum,ice cream
butter milk,semi-finished bread
bottled water,citrus fruit,soda,tropical fruit
artif. sweetener,domestic eggs,soda
frozen vegetables,other vegetables
berries,fruit/vegetable juice
baking powder,root vegetables,whipped/sour cream
red/blush wine,sausage
butter,white bread
frankfurter,whole milk
chicken,whole milk
cake bar,napkins
citrus fruit,yogurt
beef,long life bakery product,margarine,other vegetables,sausage
dog food,vinegar
other vegetables,shopping bags
butter milk,long life bakery product
citrus fruit,dish cleaner,pastry
packaged fruit/vegetables,rolls/buns
other vegetables,whole milk
curd,red/blush wine,whole milk
specialty bar,whole milk
bottled beer,frankfurter,other vegetables
chocolate,tropical fruit,whole milk
beef,brown bread
fruit/vegetable juice,pip fruit,soda,whipped/sour cream
domestic eggs,frankfurter
UHT-milk,bottled water
ice cream,napkins,nut snack,rolls/buns
hard cheese,tropical fruit
other vegetables,whole milk
pip fruit,sausage
beef,soap
bottled water,pastry
condensed milk,other vegetables
other vegetables,whipped/sour cream
curd,misc. beverages
baking powder,male cosmetics
citrus fruit,rolls/buns
candles,pastry
pastry,sausage,whole milk
bottled beer,yogurt
beverages,canned beer,chewing gum,frozen fish,other vegetables,sausage,shopping bags,yogurt
beef,other vegetables,root vegetables,whipped/sour cream,whole milk
whole milk,yogurt
other vegetables,white bread,whole milk
cling film/bags,ham
long life bakery product,other vegetables,soda,whole milk
baking powder,pot plants
butter,white bread
rolls/buns,yogurt
rolls/buns,waffles
finished products,root vegetables
butter,canned beer
candles,dessert,domestic eggs,whole milk
pip fruit,whole milk
